id,subject,subjectinfo_id,regulatory_focus,age,age_interval,gender,income,platform_preference,visit_frequency,visit_mean,app_expense,previous_experience,involvement,directlyPurchase,combine_choice,purchase,review,detail,review_num,detail_num,apporder,appname,combine,combine_num,combine_HighJ,combine_HighU,combine_LowJ,combine_LowU,prevenU,prevenJ,promoU,promoJ,Jshape,Ushape,numRating,totalrating,averagerating,clickorder,choiceset,perceived_rf,success_induced
446,111,119,0,58,56~60,0,1,0,1,0,4,3,0,1,2,1,0,0,0,0,2,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,3656,4.3,p,81,0,yes
447,111,119,0,58,56~60,0,1,0,1,0,4,3,0,1,2,0,0,0,0,0,3,1,LowU,3,0,0,0,1,0,0,1,0,0,1,0,47,3.3,,81,0,yes
448,111,119,0,58,56~60,0,1,0,1,0,4,3,0,1,2,0,0,0,0,0,4,2,HighU,4,0,1,0,0,0,0,1,0,0,1,1,4235,3.3,,81,0,yes
451,112,120,1,27,26~30,0,3,1,4,1,5,6,1,0,4,0,0,0,0,0,3,1,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,27,4.3,,38,1,yes
450,112,120,1,27,26~30,0,3,1,4,1,5,6,1,0,4,0,0,1,0,1,2,4,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,1899,4.4,d,38,1,yes
452,112,120,1,27,26~30,0,3,1,4,1,5,6,1,0,4,0,0,0,0,0,4,2,LowU,3,0,0,0,1,1,0,0,0,0,1,0,31,3.3,,38,1,yes
449,112,120,1,27,26~30,0,3,1,4,1,5,6,1,0,4,1,0,1,0,1,1,3,HighU,4,0,1,0,0,1,0,0,0,0,1,1,4619,3.3,dp,38,1,yes
453,113,121,0,28,26~30,1,3,0,3,1,5,5,1,0,2,0,1,1,1,1,1,4,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,49,4.3,rd,83,0,yes
454,113,121,0,28,26~30,1,3,0,3,1,5,5,1,0,2,1,1,1,1,1,2,3,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,1765,4.2,drp,83,0,yes
455,113,121,0,28,26~30,1,3,0,3,1,5,5,1,0,2,0,0,1,0,1,3,2,LowU,3,0,0,0,1,0,0,1,0,0,1,0,49,3.6,d,83,0,yes
456,113,121,0,28,26~30,1,3,0,3,1,5,5,1,0,2,0,1,1,1,1,4,1,HighU,4,0,1,0,0,0,0,1,0,0,1,1,4700,3.3,dr,83,0,yes
459,114,122,0,22,21~25,1,2,0,3,1,3,5,0,0,2,0,1,1,1,1,3,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,35,4.3,dr,37,0,yes
458,114,122,0,22,21~25,1,2,0,3,1,3,5,0,0,2,1,1,1,1,1,2,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,4217,4.3,drp,37,0,yes
460,114,122,0,22,21~25,1,2,0,3,1,3,5,0,0,2,0,0,0,0,0,4,2,LowU,3,0,0,0,1,0,0,1,0,0,1,0,21,3.4,,37,0,yes
457,114,122,0,22,21~25,1,2,0,3,1,3,5,0,0,2,0,1,1,1,1,1,3,HighU,4,0,1,0,0,0,0,1,0,0,1,1,3301,3.3,dr,37,0,yes
461,115,123,1,34,31~35,1,3,0,3,1,4,6,1,0,2,0,0,0,0,0,1,4,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,25,4.1,,84,0,no
462,115,123,1,34,31~35,1,3,0,3,1,4,6,1,0,2,1,0,1,0,1,2,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,4636,4.3,dp,84,0,no
463,115,123,1,34,31~35,1,3,0,3,1,4,6,1,0,2,0,0,0,0,0,3,2,LowU,3,0,0,0,1,1,0,0,0,0,1,0,32,3.2,,84,0,no
464,115,123,1,34,31~35,1,3,0,3,1,4,6,1,0,2,0,0,1,0,1,4,1,HighU,4,0,1,0,0,1,0,0,0,0,1,1,1930,3.3,d,84,0,no
468,116,124,1,28,26~30,0,4,1,3,1,2,5,1,0,2,0,0,0,0,0,4,1,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,27,4.1,,112,1,yes
466,116,124,1,28,26~30,0,4,1,3,1,2,5,1,0,2,1,1,1,2,1,2,2,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,4550,4.1,drrp,112,1,yes
465,116,124,1,28,26~30,0,4,1,3,1,2,5,1,0,2,0,0,0,0,0,1,3,LowU,3,0,0,0,1,1,0,0,0,0,1,0,37,3.1,,112,1,yes
467,116,124,1,28,26~30,0,4,1,3,1,2,5,1,0,2,0,0,0,0,0,3,4,HighU,4,0,1,0,0,1,0,0,0,0,1,1,2126,3.4,,112,1,yes
469,117,125,0,25,21~25,1,4,1,4,1,3,6,0,0,4,0,0,0,0,0,1,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,44,4.3,,89,0,yes
471,117,125,0,25,21~25,1,4,1,4,1,3,6,0,0,4,0,0,1,0,1,3,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,1292,4.2,d,89,0,yes
472,117,125,0,25,21~25,1,4,1,4,1,3,6,0,0,4,0,0,0,0,0,4,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,21,3.6,,89,0,yes
470,117,125,0,25,21~25,1,4,1,4,1,3,6,0,0,4,1,0,1,0,1,2,2,HighU,4,0,1,0,0,0,0,1,0,0,1,1,2287,3.5,dp,89,0,yes
473,118,126,0,24,21~25,1,1,0,2,0,2,5,0,0,2,0,1,1,1,1,1,3,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,48,4.3,dr,99,1,no
476,118,126,0,24,21~25,1,1,0,2,0,2,5,0,0,2,1,1,1,1,1,4,2,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,1286,4.3,rdp,99,1,no
475,118,126,0,24,21~25,1,1,0,2,0,2,5,0,0,2,0,1,1,1,1,3,4,LowU,3,0,0,0,1,0,0,1,0,0,1,0,35,3.3,dr,99,1,no
474,118,126,0,24,21~25,1,1,0,2,0,2,5,0,0,2,0,1,1,1,1,2,1,HighU,4,0,1,0,0,0,0,1,0,0,1,1,3078,3.3,dr,99,1,no
478,119,127,0,33,31~35,0,4,1,3,1,2,5,0,0,2,0,0,0,0,0,2,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,46,4.3,,25,0,yes
477,119,127,0,33,31~35,0,4,1,3,1,2,5,0,0,2,1,1,1,1,1,1,3,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,1280,4.3,drp,25,0,yes
479,119,127,0,33,31~35,0,4,1,3,1,2,5,0,0,2,0,0,0,0,0,3,2,LowU,3,0,0,0,1,0,0,1,0,0,1,0,41,3.4,,25,0,yes
480,119,127,0,33,31~35,0,4,1,3,1,2,5,0,0,2,0,0,0,0,0,4,4,HighU,4,0,1,0,0,0,0,1,0,0,1,1,1108,3.3,,25,0,yes
482,120,128,1,28,26~30,0,1,0,4,1,3,5,0,0,2,0,0,0,0,0,2,1,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,43,4.4,,66,1,yes
484,120,128,1,28,26~30,0,1,0,4,1,3,5,0,0,2,1,0,1,0,1,4,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,4888,4.3,dp,66,1,yes
483,120,128,1,28,26~30,0,1,0,4,1,3,5,0,0,2,0,0,1,0,1,3,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,22,3.1,d,66,1,yes
481,120,128,1,28,26~30,0,1,0,4,1,3,5,0,0,2,0,0,0,0,0,1,2,HighU,4,0,1,0,0,1,0,0,0,0,1,1,3728,3.5,,66,1,yes
488,121,129,0,37,36~40,1,3,1,2,0,2,4,0,1,4,0,0,0,0,0,4,2,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,45,4.2,,121,0,yes
487,121,129,0,37,36~40,1,3,1,2,0,2,4,0,1,4,0,0,0,0,0,3,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,4099,4.2,,121,0,yes
485,121,129,0,37,36~40,1,3,1,2,0,2,4,0,1,4,0,0,0,0,0,1,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,48,3.4,,121,0,yes
486,121,129,0,37,36~40,1,3,1,2,0,2,4,0,1,4,1,0,0,0,0,2,1,HighU,4,0,1,0,0,0,0,1,0,0,1,1,2853,3.4,p,121,0,yes
492,122,131,0,28,26~30,0,3,1,2,0,2,5,0,0,1,1,1,1,2,1,4,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,30,4.2,drrp,111,0,yes
490,122,131,0,28,26~30,0,3,1,2,0,2,5,0,0,1,0,1,1,1,1,2,2,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,3734,4.2,dr,111,0,yes
489,122,131,0,28,26~30,0,3,1,2,0,2,5,0,0,1,0,1,1,1,1,1,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,34,3.2,dr,111,0,yes
491,122,131,0,28,26~30,0,3,1,2,0,2,5,0,0,1,0,1,0,1,0,3,4,HighU,4,0,1,0,0,0,0,1,0,0,1,1,3224,3.4,r,111,0,yes
494,123,132,1,50,46~50,1,4,0,3,1,5,5,1,0,2,0,1,1,1,1,2,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,41,4.1,dr,142,1,yes
496,123,132,1,50,46~50,1,4,0,3,1,5,5,1,0,2,1,1,0,1,0,4,1,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,3233,4.1,rp,142,1,yes
493,123,132,1,50,46~50,1,4,0,3,1,5,5,1,0,2,0,0,1,0,1,1,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,46,3.2,d,142,1,yes
495,123,132,1,50,46~50,1,4,0,3,1,5,5,1,0,2,0,0,0,0,0,3,3,HighU,4,0,1,0,0,1,0,0,0,0,1,1,1752,3.4,,142,1,yes
497,124,133,0,31,31~35,0,5,1,3,1,3,6,1,0,2,0,0,1,0,1,1,3,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,46,4.2,d,73,0,yes
498,124,133,0,31,31~35,0,5,1,3,1,3,6,1,0,2,1,0,1,0,1,2,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,4398,4.2,dp,73,0,yes
500,124,133,0,31,31~35,0,5,1,3,1,3,6,1,0,2,0,0,0,0,0,4,1,LowU,3,0,0,0,1,0,0,1,0,0,1,0,49,3.5,,73,0,yes
499,124,133,0,31,31~35,0,5,1,3,1,3,6,1,0,2,0,0,0,0,0,3,2,HighU,4,0,1,0,0,0,0,1,0,0,1,1,1020,3.5,,73,0,yes
504,125,134,1,29,26~30,0,1,1,2,0,2,2,0,0,2,0,0,0,0,0,4,3,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,45,4.2,,60,1,yes
503,125,134,1,29,26~30,0,1,1,2,0,2,2,0,0,2,1,1,1,2,1,3,1,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,3225,4.1,drrp,60,1,yes
502,125,134,1,29,26~30,0,1,1,2,0,2,2,0,0,2,0,0,0,0,0,2,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,48,3.5,,60,1,yes
501,125,134,1,29,26~30,0,1,1,2,0,2,2,0,0,2,0,1,0,1,0,1,2,HighU,4,0,1,0,0,1,0,0,0,0,1,1,3583,3.6,r,60,1,yes
506,126,135,1,27,26~30,1,3,1,4,1,5,6,1,0,1,1,1,1,1,1,2,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,29,4.3,drp,30,0,no
505,126,135,1,27,26~30,1,3,1,4,1,5,6,1,0,1,0,1,1,1,1,1,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,2731,4.3,dr,30,0,no
507,126,135,1,27,26~30,1,3,1,4,1,5,6,1,0,1,0,1,1,1,1,3,1,LowU,3,0,0,0,1,1,0,0,0,0,1,0,47,3.3,dr,30,0,no
508,126,135,1,27,26~30,1,3,1,4,1,5,6,1,0,1,0,1,0,1,0,4,4,HighU,4,0,1,0,0,1,0,0,0,0,1,1,1374,3.3,r,30,0,no
512,127,136,0,33,31~35,0,2,1,4,1,3,5,1,0,1,1,0,1,0,2,4,2,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,24,4.3,ddp,55,0,yes
511,127,136,0,33,31~35,0,2,1,4,1,3,5,1,0,1,0,1,1,1,1,3,3,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2204,4.4,dr,55,0,yes
510,127,136,0,33,31~35,0,2,1,4,1,3,5,1,0,1,0,0,0,0,0,2,1,LowU,3,0,0,0,1,0,0,1,0,0,1,0,20,3.2,,55,0,yes
509,127,136,0,33,31~35,0,2,1,4,1,3,5,1,0,1,0,0,1,0,2,1,4,HighU,4,0,1,0,0,0,0,1,0,0,1,1,2342,3.2,dd,55,0,yes
516,128,137,1,58,56~60,1,1,0,3,1,3,5,1,1,2,0,0,0,0,0,4,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,32,4,,10,1,yes
513,128,137,1,58,56~60,1,1,0,3,1,3,5,1,1,2,1,0,0,0,0,1,1,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,1878,4.1,p,10,1,yes
515,128,137,1,58,56~60,1,1,0,3,1,3,5,1,1,2,0,0,0,0,0,3,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,40,3.4,,10,1,yes
514,128,137,1,58,56~60,1,1,0,3,1,3,5,1,1,2,0,0,0,0,0,2,3,HighU,4,0,1,0,0,1,0,0,0,0,1,1,1047,3.5,,10,1,yes
516,129,138,0,49,46~50,0,1,0,3,1,1,5,0,0,2,0,1,1,1,1,4,4,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,24,4.2,dr,125,0,yes
515,129,138,0,49,46~50,0,1,0,3,1,1,5,0,0,2,1,1,1,1,1,3,2,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,3655,4.3,drp,125,0,yes
513,129,138,0,49,46~50,0,1,0,3,1,1,5,0,0,2,0,0,0,0,0,1,1,LowU,3,0,0,0,1,0,0,1,0,0,1,0,38,3.4,,125,0,yes
514,129,138,0,49,46~50,0,1,0,3,1,1,5,0,0,2,0,0,0,0,0,2,3,HighU,4,0,1,0,0,0,0,1,0,0,1,1,1506,3.4,,125,0,yes
519,130,139,0,27,26~30,1,6,1,3,1,2,3,1,0,2,0,0,0,0,0,3,2,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,23,4.2,,5,0,yes
517,130,139,0,27,26~30,1,6,1,3,1,2,3,1,0,2,1,0,1,0,1,1,1,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2406,4.2,dp,5,0,yes
520,130,139,0,27,26~30,1,6,1,3,1,2,3,1,0,2,0,0,1,0,1,4,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,21,3.5,d,5,0,yes
518,130,139,0,27,26~30,1,6,1,3,1,2,3,1,0,2,0,0,0,0,0,2,4,HighU,4,0,1,0,0,0,0,1,0,0,1,1,1604,3.4,,5,0,yes
523,131,140,0,31,31~35,0,2,1,3,1,2,2,1,0,3,0,1,0,1,0,3,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,48,4.3,r,37,0,yes
522,131,140,0,31,31~35,0,2,1,3,1,2,2,1,0,3,0,1,0,1,0,2,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2527,4.1,r,37,0,yes
524,131,140,0,31,31~35,0,2,1,3,1,2,2,1,0,3,1,1,0,1,0,4,2,LowU,3,0,0,0,1,0,0,1,0,0,1,0,38,3.4,rp,37,0,yes
521,131,140,0,31,31~35,0,2,1,3,1,2,2,1,0,3,0,1,0,1,0,1,3,HighU,4,0,1,0,0,0,0,1,0,0,1,1,1954,3.4,r,37,0,yes
527,132,141,0,39,36~40,0,4,1,3,1,5,5,1,0,2,0,1,1,1,1,3,4,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,28,4.1,dr,71,0,yes
528,132,141,0,39,36~40,0,4,1,3,1,5,5,1,0,2,1,1,1,2,1,4,2,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2948,4.2,drrp,71,0,yes
526,132,141,0,39,36~40,0,4,1,3,1,5,5,1,0,2,0,1,1,1,1,2,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,26,3.2,dr,71,0,yes
525,132,141,0,39,36~40,0,4,1,3,1,5,5,1,0,2,0,0,0,0,0,1,1,HighU,4,0,1,0,0,0,0,1,0,0,1,1,1664,3.4,,71,0,yes
532,133,142,1,49,46~50,1,4,0,2,0,3,5,1,0,1,1,1,0,1,0,4,3,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,46,4.1,rp,60,1,yes
531,133,142,1,49,46~50,1,4,0,2,0,3,5,1,0,1,0,1,0,1,0,3,1,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,2475,4.1,r,60,1,yes
530,133,142,1,49,46~50,1,4,0,2,0,3,5,1,0,1,0,0,1,0,1,2,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,41,3.4,d,60,1,yes
529,133,142,1,49,46~50,1,4,0,2,0,3,5,1,0,1,0,0,0,0,0,1,2,HighU,4,0,1,0,0,1,0,0,0,0,1,1,2100,3.3,,60,1,yes
536,134,143,0,32,31~35,1,6,0,2,0,3,6,1,0,2,0,0,0,0,0,4,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,43,4.3,,47,0,yes
534,134,143,0,32,31~35,1,6,0,2,0,3,6,1,0,2,1,0,1,0,1,2,2,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,3760,4.4,dp,47,0,yes
535,134,143,0,32,31~35,1,6,0,2,0,3,6,1,0,2,0,1,1,1,2,3,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,34,3.3,ddr,47,0,yes
533,134,143,0,32,31~35,1,6,0,2,0,3,6,1,0,2,0,1,1,1,1,1,4,HighU,4,0,1,0,0,0,0,1,0,0,1,1,2574,3.3,dr,47,0,yes
539,135,144,0,27,26~30,0,1,0,4,1,4,5,1,0,4,0,1,0,1,0,3,2,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,49,4,r,5,0,yes
537,135,144,0,27,26~30,0,1,0,4,1,4,5,1,0,4,0,1,0,1,0,1,1,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2758,4.3,r,5,0,yes
540,135,144,0,27,26~30,0,1,0,4,1,4,5,1,0,4,0,0,0,0,0,4,3,LowU,3,0,0,0,1,0,0,1,0,0,1,0,40,3.4,,5,0,yes
538,135,144,0,27,26~30,0,1,0,4,1,4,5,1,0,4,1,1,0,1,0,2,4,HighU,4,0,1,0,0,0,0,1,0,0,1,1,4344,3.4,rp,5,0,yes
544,136,145,1,47,46~50,1,5,0,3,1,5,6,1,1,1,1,0,0,0,0,4,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,36,4.2,p,122,0,no
543,136,145,1,47,46~50,1,5,0,3,1,5,6,1,1,1,0,0,0,0,0,3,4,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,2726,4,,122,0,no
541,136,145,1,47,46~50,1,5,0,3,1,5,6,1,1,1,0,0,0,0,0,1,3,LowU,3,0,0,0,1,1,0,0,0,0,1,0,42,3.5,,122,0,no
542,136,145,1,47,46~50,1,5,0,3,1,5,6,1,1,1,0,0,0,0,0,2,1,HighU,4,0,1,0,0,1,0,0,0,0,1,1,4760,3.5,,122,0,no
545,137,146,0,33,31~35,1,4,1,3,1,3,4,1,1,2,0,0,0,0,0,1,4,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,47,4.3,,79,0,yes
546,137,146,0,33,31~35,1,4,1,3,1,3,4,1,1,2,1,0,0,0,0,2,3,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,4512,4.2,p,79,0,yes
547,137,146,0,33,31~35,1,4,1,3,1,3,4,1,1,2,0,0,0,0,0,3,1,LowU,3,0,0,0,1,0,0,1,0,0,1,0,26,3.4,,79,0,yes
548,137,146,0,33,31~35,1,4,1,3,1,3,4,1,1,2,0,0,0,0,0,4,2,HighU,4,0,1,0,0,0,0,1,0,0,1,1,2816,3.3,,79,0,yes
552,138,147,1,36,36~40,1,5,1,2,0,1,6,0,0,4,0,0,0,0,0,4,4,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,34,4.1,,114,0,no
550,138,147,1,36,36~40,1,5,1,2,0,1,6,0,0,4,0,1,1,2,1,2,1,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,4721,4.2,drr,114,0,no
549,138,147,1,36,36~40,1,5,1,2,0,1,6,0,0,4,0,0,0,0,0,1,2,LowU,3,0,0,0,1,1,0,0,0,0,1,0,26,3.1,,114,0,no
551,138,147,1,36,36~40,1,5,1,2,0,1,6,0,0,4,1,1,1,1,1,3,3,HighU,4,0,1,0,0,1,0,0,0,0,1,1,3599,3.4,drp,114,0,no
555,139,148,1,35,31~35,1,3,0,3,1,3,1,1,0,1,1,0,1,0,1,3,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,28,4.3,dp,68,1,yes
556,139,148,1,35,31~35,1,3,0,3,1,3,1,1,0,1,0,0,1,0,1,4,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,1468,4.1,d,68,1,yes
554,139,148,1,35,31~35,1,3,0,3,1,3,1,1,0,1,0,0,1,0,1,2,1,LowU,3,0,0,0,1,1,0,0,0,0,1,0,40,3.4,d,68,1,yes
553,139,148,1,35,31~35,1,3,0,3,1,3,1,1,0,1,0,0,0,0,0,1,4,HighU,4,0,1,0,0,1,0,0,0,0,1,1,2081,3.5,,68,1,yes
558,140,149,0,31,31~35,0,3,0,3,1,5,5,0,0,2,0,1,1,1,1,2,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,49,4.1,dr,13,0,yes
557,140,149,0,31,31~35,0,3,0,3,1,5,5,0,0,2,1,1,1,1,1,1,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2137,4.2,drp,13,0,yes
560,140,149,0,31,31~35,0,3,0,3,1,5,5,0,0,2,0,0,0,0,0,4,2,LowU,3,0,0,0,1,0,0,1,0,0,1,0,36,3.4,,13,0,yes
559,140,149,0,31,31~35,0,3,0,3,1,5,5,0,0,2,0,0,0,0,0,3,3,HighU,4,0,1,0,0,0,0,1,0,0,1,1,4002,3.5,,13,0,yes
562,141,150,1,43,41~45,1,4,1,2,0,1,3,1,0,1,1,1,1,1,1,2,1,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,46,4,drp,14,0,no
561,141,150,1,43,41~45,1,4,1,2,0,1,3,1,0,1,0,0,0,0,0,1,4,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,4661,4.1,,14,0,no
564,141,150,1,43,41~45,1,4,1,2,0,1,3,1,0,1,0,1,0,1,0,4,2,LowU,3,0,0,0,1,1,0,0,0,0,1,0,24,3.3,r,14,0,no
563,141,150,1,43,41~45,1,4,1,2,0,1,3,1,0,1,0,0,0,0,0,3,3,HighU,4,0,1,0,0,1,0,0,0,0,1,1,2280,3.5,,14,0,no
565,142,151,1,25,21~25,1,4,1,3,1,3,6,0,1,3,0,0,0,0,0,1,1,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,25,4,,106,0,no
568,142,151,1,25,21~25,1,4,1,3,1,3,6,0,1,3,0,0,0,0,0,4,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,3428,4.1,,106,0,no
566,142,151,1,25,21~25,1,4,1,3,1,3,6,0,1,3,1,0,0,0,0,2,2,LowU,3,0,0,0,1,1,0,0,0,0,1,0,30,3.2,p,106,0,no
567,142,151,1,25,21~25,1,4,1,3,1,3,6,0,1,3,0,0,0,0,0,3,4,HighU,4,0,1,0,0,1,0,0,0,0,1,1,4789,3.3,,106,0,no
569,143,152,1,46,46~50,0,4,0,4,1,1,6,1,0,2,0,1,1,1,1,1,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,34,4.1,dr,76,1,yes
570,143,152,1,46,46~50,0,4,0,4,1,1,6,1,0,2,1,1,1,2,1,2,4,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,2520,4.2,drrp,76,1,yes
572,143,152,1,46,46~50,0,4,0,4,1,1,6,1,0,2,0,1,1,1,1,4,3,LowU,3,0,0,0,1,1,0,0,0,0,1,0,46,3.4,dr,76,1,yes
571,143,152,1,46,46~50,0,4,0,4,1,1,6,1,0,2,0,1,1,1,1,3,1,HighU,4,0,1,0,0,1,0,0,0,0,1,1,2695,3.3,dr,76,1,yes
574,144,153,1,39,36~40,0,4,0,3,1,2,3,0,0,2,0,1,1,1,1,2,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,23,4.2,dr,54,0,no
575,144,153,1,39,36~40,0,4,0,3,1,2,3,0,0,2,1,1,1,1,1,3,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,3338,4.1,rdp,54,0,no
576,144,153,1,39,36~40,0,4,0,3,1,2,3,0,0,2,0,1,0,1,0,4,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,47,3.3,r,54,0,no
573,144,153,1,39,36~40,0,4,0,3,1,2,3,0,0,2,0,1,1,1,1,1,1,HighU,4,0,1,0,0,1,0,0,0,0,1,1,3184,3.5,dr,54,0,no
578,145,154,0,45,41~45,0,4,1,4,1,4,6,1,1,4,0,0,0,0,0,2,1,LowJ,1,0,0,1,0,0,0,0,1,1,0,0,25,4.3,,129,0,yes
579,145,154,0,45,41~45,0,4,1,4,1,4,6,1,1,4,0,0,0,0,0,3,4,HighJ,2,1,0,0,0,0,0,0,1,1,0,1,2683,4.3,,129,0,yes
577,145,154,0,45,41~45,0,4,1,4,1,4,6,1,1,4,0,0,0,0,0,1,2,LowU,3,0,0,0,1,0,0,1,0,0,1,0,30,3.4,,129,0,yes
580,145,154,0,45,41~45,0,4,1,4,1,4,6,1,1,4,1,0,0,0,0,4,3,HighU,4,0,1,0,0,0,0,1,0,0,1,1,4992,3.3,p,129,0,yes
582,146,155,1,26,26~30,1,3,1,3,1,3,5,1,0,2,0,1,1,1,1,2,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,40,4.2,dr,28,0,no
581,146,155,1,26,26~30,1,3,1,3,1,3,5,1,0,2,1,1,1,1,1,1,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,3869,4.2,drp,28,0,no
583,146,155,1,26,26~30,1,3,1,3,1,3,5,1,0,2,0,1,0,1,0,3,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,48,3.5,r,28,0,no
584,146,155,1,26,26~30,1,3,1,3,1,3,5,1,0,2,0,1,0,1,0,4,1,HighU,4,0,1,0,0,1,0,0,0,0,1,1,2885,3.3,r,28,0,no
587,147,156,1,42,41~45,0,3,0,2,0,3,6,0,0,2,0,0,0,0,0,3,2,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,32,4.2,,70,0,no
588,147,156,1,42,41~45,0,3,0,2,0,3,6,0,0,2,1,0,1,0,1,4,3,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,4666,4.2,dp,70,0,no
586,147,156,1,42,41~45,0,3,0,2,0,3,6,0,0,2,0,0,0,0,0,2,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,45,3.2,,70,0,no
585,147,156,1,42,41~45,0,3,0,2,0,3,6,0,0,2,0,0,0,0,0,1,1,HighU,4,0,1,0,0,1,0,0,0,0,1,1,1223,3.4,,70,0,no
591,148,157,1,31,31~35,0,6,1,4,1,1,5,0,1,4,0,0,0,0,0,3,1,LowJ,1,0,0,1,0,0,1,0,0,1,0,0,30,4.2,,36,1,yes
589,148,157,1,31,31~35,0,6,1,4,1,1,5,0,1,4,0,0,0,0,0,1,2,HighJ,2,1,0,0,0,0,1,0,0,1,0,1,3124,4.4,,36,1,yes
590,148,157,1,31,31~35,0,6,1,4,1,1,5,0,1,4,0,0,0,0,0,2,4,LowU,3,0,0,0,1,1,0,0,0,0,1,0,30,3.2,,36,1,yes
